from,to,cost
fx4z23,fx1z23,3
fx4z23,fx4z20,3
fx4z23,fx4z26,3
fx4z23,fx7z23,3
fx4z26,fx1z26,3
fx4z26,fx4z23,3
fx4z26,fx4z29,3
fx4z26,fx7z26,3
fx4z29,fx1z29,3
fx4z29,fx4z26,3
fx4z29,fx4z32,3
fx4z29,fx7z29,3
fx4z32,fx1z32,3
fx4z32,fx4z29,3
fx4z32,fx4z35,3
fx4z32,fx7z32,3
fx4z35,fx1z35,3
fx4z35,fx4z32,3
fx4z35,fx4z38,3
fx4z35,fx7z35,3
fx4z38,fx1z38,3
fx4z38,fx4z35,3
fx4z38,fx4z41,3
fx4z38,fx7z38,3
fx4z41,fx1z41,3
fx4z41,fx4z38,3
fx4z41,fx4z44,3
fx4z41,fx7z41,3
fx4z44,fx1z44,3
fx4z44,fx4z41,3
fx4z44,fx4z47,3
fx4z44,fx7z44,3
fx4z47,fx1z47,3
fx4z47,fx4z44,3
fx4z47,fx4z50,3
fx4z47,fx7z47,3
fx4z50,fx1z50,3
fx4z50,fx4z47,3
fx4z50,fx7z50,3
fx7z2,fx4z2,3
fx7z2,fx7z5,3
fx7z2,fx10z2,3
fx7z5,fx4z5,3
fx7z5,fx7z2,3
fx7z5,fx7z8,3
fx7z5,fx10z5,3
fx7z8,fx4z8,3
fx7z8,fx7z5,3
fx7z8,fx7z11,3
fx7z8,fx10z8,3
fx7z11,fx4z11,3
fx7z11,fx7z8,3
fx7z11,fx7z14,3
fx7z11,fx10z11,3
fx7z14,fx4z14,3
fx7z14,fx7z11,3
fx7z14,fx7z17,3
fx7z14,fx10z14,3
fx7z17,fx4z17,3
fx7z17,fx7z14,3
fx7z17,fx7z20,3
fx7z17,fx10z17,3
fx7z20,fx4z20,3
fx7z20,fx7z17,3
fx7z20,fx7z23,3
fx7z20,fx10z20,3
fx7z23,fx4z23,3
fx7z23,fx7z20,3
fx7z23,fx7z26,3
fx7z23,fx10z23,3
fx7z26,fx4z26,3
fx7z26,fx7z23,3
fx7z26,fx7z29,3
fx7z26,fx10z26,3
fx7z29,fx4z29,3
fx7z29,fx7z26,3
fx7z29,fx7z32,3
fx7z29,fx10z29,3
fx7z32,fx4z32,3
fx7z32,fx7z29,3
fx7z32,fx7z35,3
fx7z32,fx10z32,3
fx7z35,fx4z35,3
fx7z35,fx7z32,3
fx7z35,fx7z38,3
fx7z35,fx10z35,3
fx7z38,fx4z38,3
fx7z38,fx7z35,3
fx7z38,fx7z41,3
fx7z38,fx10z38,3
fx7z41,fx4z41,3
fx7z41,fx7z38,3
fx7z41,fx7z44,3
fx7z41,fx10z41,3
fx7z44,fx4z44,3
fx7z44,fx7z41,3
fx7z44,fx7z47,3
fx7z44,fx10z44,3
fx7z47,fx4z47,3
fx7z47,fx7z44,3
fx7z47,fx7z50,3
fx7z47,fx10z47,3
fx7z50,fx4z50,3
fx7z50,fx7z47,3
fx7z50,fx10z50,3
fx10z2,fx7z2,3
fx10z2,fx10z5,3
fx10z2,fx13z2,3
fx10z5,fx7z5,3
fx10z5,fx10z2,3
fx10z5,fx10z8,3
fx10z5,fx13z5,3
fx10z8,fx7z8,3
fx10z8,fx10z5,3
fx10z8,fx10z11,3
fx10z8,fx13z8,3
fx10z11,fx7z11,3
fx10z11,fx10z8,3
fx10z11,fx10z14,3
fx10z11,fx13z11,3
fx10z14,fx7z14,3
fx10z14,fx10z11,3
fx10z14,fx10z17,3
fx10z14,fx13z14,3
fx10z17,fx7z17,3
fx10z17,fx10z14,3
fx10z17,fx10z20,3
fx10z17,fx13z17,3
fx10z20,fx7z20,3
fx10z20,fx10z17,3
fx10z20,fx10z23,3
fx10z20,fx13z20,3
fx10z23,fx7z23,3
fx10z23,fx10z20,3
fx10z23,fx10z26,3
fx10z23,fx13z23,3
fx10z26,fx7z26,3
fx10z26,fx10z23,3
fx10z26,fx10z29,3
fx10z26,fx13z26,3
fx10z29,fx7z29,3
fx10z29,fx10z26,3
fx10z29,fx10z32,3
fx10z29,fx13z29,3
fx10z32,fx7z32,3
fx10z32,fx10z29,3
fx10z32,fx10z35,3
fx10z32,fx13z32,3
fx10z35,fx7z35,3
fx10z35,fx10z32,3
fx10z35,fx10z38,3
fx10z35,fx13z35,3
fx10z38,fx7z38,3
fx10z38,fx10z35,3
fx10z38,fx10z41,3
fx10z38,fx13z38,3
fx10z41,fx7z41,3
fx10z41,fx10z38,3
fx10z41,fx10z44,3
fx10z41,fx13z41,3
fx10z44,fx7z44,3
fx10z44,fx10z41,3
fx10z44,fx10z47,3
fx10z44,fx13z44,3
fx10z47,fx7z47,3
fx10z47,fx10z44,3
fx10z47,fx10z50,3
fx10z47,fx13z47,3
fx10z50,fx7z50,3
fx10z50,fx10z47,3
fx10z50,fx13z50,3
fx13z2,fx10z2,3
fx13z2,fx13z5,3
fx13z2,fx16z2,3
fx13z5,fx10z5,3
fx13z5,fx13z2,3
fx13z5,fx13z8,3
fx13z5,fx16z5,3
fx13z8,fx10z8,3
fx13z8,fx13z5,3
fx13z8,fx13z11,3
fx13z8,fx16z8,3
fx13z11,fx10z11,3
fx13z11,fx13z8,3
fx13z11,fx13z14,3
fx13z11,fx16z11,3
fx13z14,fx10z14,3
fx13z14,fx13z11,3
fx13z14,fx13z17,3
fx13z14,fx16z14,3
fx13z17,fx10z17,3
fx13z17,fx13z14,3
fx13z17,fx13z20,3
fx13z17,fx16z17,3
fx13z20,fx10z20,3
fx13z20,fx13z17,3
fx13z20,fx13z23,3
fx13z20,fx16z20,3
fx13z23,fx10z23,3
fx13z23,fx13z20,3
fx13z23,fx13z26,3
fx13z23,fx16z23,3
fx13z26,fx10z26,3
fx13z26,fx13z23,3
fx13z26,fx13z29,3
fx13z26,fx16z26,3
fx13z29,fx10z29,3
fx13z29,fx13z26,3
fx13z29,fx13z32,3
fx13z29,fx16z29,3
fx13z32,fx10z32,3
fx13z32,fx13z29,3
fx13z32,fx13z35,3
fx13z32,fx16z32,3
fx13z35,fx10z35,3
fx13z35,fx13z32,3
fx13z35,fx13z38,3
fx13z35,fx16z35,3
fx13z38,fx10z38,3
fx13z38,fx13z35,3
fx13z38,fx13z41,3
fx13z38,fx16z38,3
fx13z41,fx10z41,3
fx13z41,fx13z38,3
fx13z41,fx13z44,3
fx13z41,fx16z41,3
fx13z44,fx10z44,3
fx13z44,fx13z41,3
fx13z44,fx13z47,3
fx13z44,fx16z44,3
fx13z47,fx10z47,3
fx13z47,fx13z44,3
fx13z47,fx13z50,3
fx13z47,fx16z47,3
fx13z50,fx10z50,3
fx13z50,fx13z47,3
fx13z50,fx16z50,3
fx16z2,fx13z2,3
fx16z2,fx16z5,3
fx16z2,fx19z2,3
fx16z5,fx13z5,3
fx16z5,fx16z2,3
fx16z5,fx16z8,3
fx16z5,fx19z5,3
fx16z8,fx13z8,3
fx16z8,fx16z5,3
fx16z8,fx16z11,3
fx16z8,fx19z8,3
fx16z11,fx13z11,3
fx16z11,fx16z8,3
fx16z11,fx16z14,3
fx16z11,fx19z11,3
fx16z14,fx13z14,3
fx16z14,fx16z11,3
fx16z14,fx16z17,3
fx16z14,fx19z14,3
fx16z17,fx13z17,3
fx16z17,fx16z14,3
fx16z17,fx16z20,3
fx16z17,fx19z17,3
fx16z20,fx13z20,3
fx16z20,fx16z17,3
fx16z20,fx16z23,3
fx16z20,fx19z20,3
fx16z23,fx13z23,3
fx16z23,fx16z20,3
fx16z23,fx16z26,3
fx16z23,fx19z23,3
fx16z26,fx13z26,3
fx16z26,fx16z23,3
fx16z26,fx16z29,3
fx16z26,fx19z26,3
fx16z29,fx13z29,3
fx16z29,fx16z26,3
fx16z29,fx16z32,3
fx16z29,fx19z29,3
fx16z32,fx13z32,3
fx16z32,fx16z29,3
fx16z32,fx16z35,3
fx16z32,fx19z32,3
fx16z35,fx13z35,3
fx16z35,fx16z32,3
fx16z35,fx16z38,3
fx16z35,fx19z35,3
fx16z38,fx13z38,3
fx16z38,fx16z35,3
fx16z38,fx16z41,3
fx16z38,fx19z38,3
fx16z41,fx13z41,3
fx16z41,fx16z38,3
fx16z41,fx16z44,3
fx16z41,fx19z41,3
fx16z44,fx13z44,3
fx16z44,fx16z41,3
fx16z44,fx16z47,3
fx16z44,fx19z44,3
fx16z47,fx13z47,3
fx16z47,fx16z44,3
fx16z47,fx16z50,3
fx16z47,fx19z47,3
fx16z50,fx13z50,3
fx16z50,fx16z47,3
fx16z50,fx19z50,3
fx19z2,fx16z2,3
fx19z2,fx19z5,3
fx19z2,fx22z2,3
fx19z5,fx16z5,3
fx19z5,fx19z2,3
fx19z5,fx19z8,3
fx19z5,fx22z5,3
fx19z8,fx16z8,3
fx19z8,fx19z5,3
fx19z8,fx19z11,3
fx19z8,fx22z8,3
fx19z11,fx16z11,3
fx19z11,fx19z8,3
fx19z11,fx19z14,3
fx19z11,fx22z11,3
fx19z14,fx16z14,3
fx19z14,fx19z11,3
fx19z14,fx19z17,3
fx19z14,fx22z14,3
fx19z17,fx16z17,3
fx19z17,fx19z14,3
fx19z17,fx19z20,3
fx19z17,fx22z17,3
fx19z20,fx16z20,3
fx19z20,fx19z17,3
fx19z20,fx19z23,3
fx19z20,fx22z20,3
fx19z23,fx16z23,3
fx19z23,fx19z20,3
fx19z23,fx19z26,3
fx19z23,fx22z23,3
fx19z26,fx16z26,3
fx19z26,fx19z23,3
fx19z26,fx19z29,3
fx19z26,fx22z26,3
fx19z29,fx16z29,3
fx19z29,fx19z26,3
fx19z29,fx19z32,3
fx19z29,fx22z29,3
fx19z32,fx16z32,3
fx19z32,fx19z29,3
fx19z32,fx19z35,3
fx19z32,fx22z32,3
fx19z35,fx16z35,3
fx19z35,fx19z32,3
fx19z35,fx19z38,3
fx19z35,fx22z35,3
fx19z38,fx16z38,3
fx19z38,fx19z35,3
fx19z38,fx19z41,3
fx19z38,fx22z38,3
fx19z41,fx16z41,3
fx19z41,fx19z38,3
fx19z41,fx19z44,3
fx19z41,fx22z41,3
fx19z44,fx16z44,3
fx19z44,fx19z41,3
fx19z44,fx19z47,3
fx19z44,fx22z44,3
fx19z47,fx16z47,3
fx19z47,fx19z44,3
fx19z47,fx19z50,3
fx19z47,fx22z47,3
fx19z50,fx16z50,3
fx19z50,fx19z47,3
fx19z50,fx22z50,3
fx22z2,fx19z2,3
fx22z2,fx22z5,3
fx22z2,fx25z2,3
fx22z5,fx19z5,3
fx22z5,fx22z2,3
fx22z5,fx22z8,3
fx22z5,fx25z5,3
fx22z8,fx19z8,3
fx22z8,fx22z5,3
fx22z8,fx22z11,3
fx22z8,fx25z8,3
fx22z11,fx19z11,3
fx22z11,fx22z8,3
fx22z11,fx22z14,3
fx22z11,fx25z11,3
fx22z14,fx19z14,3
fx22z14,fx22z11,3
fx22z14,fx22z17,3
fx22z14,fx25z14,3
fx22z17,fx19z17,3
fx22z17,fx22z14,3
fx22z17,fx22z20,3
fx22z17,fx25z17,3
fx22z20,fx19z20,3
fx22z20,fx22z17,3
fx22z20,fx22z23,3
fx22z20,fx25z20,3
fx22z23,fx19z23,3
fx22z23,fx22z20,3
fx22z23,fx22z26,3
fx22z23,fx25z23,3
fx22z26,fx19z26,3
fx22z26,fx22z23,3
fx22z26,fx22z29,3
fx22z26,fx25z26,3
fx22z29,fx19z29,3
fx22z29,fx22z26,3
fx22z29,fx22z32,3
fx22z29,fx25z29,3
fx22z32,fx19z32,3
fx22z32,fx22z29,3
fx22z32,fx22z35,3
fx22z32,fx25z32,3
fx22z35,fx19z35,3
fx22z35,fx22z32,3
fx22z35,fx22z38,3
fx22z35,fx25z35,3
fx22z38,fx19z38,3
fx22z38,fx22z35,3
fx22z38,fx22z41,3
fx22z38,fx25z38,3
fx22z41,fx19z41,3
fx22z41,fx22z38,3
fx22z41,fx22z44,3
fx22z41,fx25z41,3
fx22z44,fx19z44,3
fx22z44,fx22z41,3
fx22z44,fx22z47,3
fx22z44,fx25z44,3
fx22z47,fx19z47,3
fx22z47,fx22z44,3
fx22z47,fx22z50,3
fx22z47,fx25z47,3
fx22z50,fx19z50,3
fx22z50,fx22z47,3
fx22z50,fx25z50,3
fx25z2,fx22z2,3
fx25z2,fx25z5,3
fx25z2,fx28z2,3
fx25z5,fx22z5,3
fx25z5,fx25z2,3
fx25z5,fx25z8,3
fx25z5,fx28z5,3
fx25z8,fx22z8,3
fx25z8,fx25z5,3
fx25z8,fx25z11,3
fx25z8,fx28z8,3
fx25z11,fx22z11,3
fx25z11,fx25z8,3
fx25z11,fx25z14,3
fx25z11,fx28z11,3
fx25z14,fx22z14,3
fx25z14,fx25z11,3
fx25z14,fx25z17,3
fx25z14,fx28z14,3
fx25z17,fx22z17,3
fx25z17,fx25z14,3
fx25z17,fx25z20,3
fx25z17,fx28z17,3
fx25z20,fx22z20,3
fx25z20,fx25z17,3
fx25z20,fx25z23,3
fx25z20,fx28z20,3
fx25z23,fx22z23,3
fx25z23,fx25z20,3
fx25z23,fx25z26,3
fx25z23,fx28z23,3
fx25z26,fx22z26,3
fx25z26,fx25z23,3
fx25z26,fx25z29,3
fx25z26,fx28z26,3
fx25z29,fx22z29,3
fx25z29,fx25z26,3
fx25z29,fx25z32,3
fx25z29,fx28z29,3
fx25z32,fx22z32,3
fx25z32,fx25z29,3
fx25z32,fx25z35,3
fx25z32,fx28z32,3
fx25z35,fx22z35,3
fx25z35,fx25z32,3
fx25z35,fx25z38,3
fx25z35,fx28z35,3
fx25z38,fx22z38,3
fx25z38,fx25z35,3
fx25z38,fx25z41,3
fx25z38,fx28z38,3
fx25z41,fx22z41,3
fx25z41,fx25z38,3
fx25z41,fx25z44,3
fx25z41,fx28z41,3
fx25z44,fx22z44,3
fx25z44,fx25z41,3
fx25z44,fx25z47,3
fx25z44,fx28z44,3
fx25z47,fx22z47,3
fx25z47,fx25z44,3
fx25z47,fx25z50,3
fx25z47,fx28z47,3
fx25z50,fx22z50,3
fx25z50,fx25z47,3
fx25z50,fx28z50,3
fx28z2,fx25z2,3
fx28z2,fx28z5,3
fx28z2,fx31z2,3
fx28z5,fx25z5,3
fx28z5,fx28z2,3
fx28z5,fx28z8,3
fx28z5,fx31z5,3
fx28z8,fx25z8,3
fx28z8,fx28z5,3
fx28z8,fx28z11,3
fx28z8,fx31z8,3
fx28z11,fx25z11,3
fx28z11,fx28z8,3
fx28z11,fx28z14,3
fx28z11,fx31z11,3
fx28z14,fx25z14,3
fx28z14,fx28z11,3
fx28z14,fx28z17,3
fx28z14,fx31z14,3
fx28z17,fx25z17,3
fx28z17,fx28z14,3
fx28z17,fx28z20,3
fx28z17,fx31z17,3
fx28z20,fx25z20,3
fx28z20,fx28z17,3
fx28z20,fx28z23,3
fx28z20,fx31z20,3
fx28z23,fx25z23,3
fx28z23,fx28z20,3
fx28z23,fx28z26,3
fx28z23,fx31z23,3
fx28z26,fx25z26,3
fx28z26,fx28z23,3
fx28z26,fx28z29,3
fx28z26,fx31z26,3
fx28z29,fx25z29,3
fx28z29,fx28z26,3
fx28z29,fx28z32,3
fx28z29,fx31z29,3
fx28z32,fx25z32,3
fx28z32,fx28z29,3
fx28z32,fx28z35,3
fx28z32,fx31z32,3
fx28z35,fx25z35,3
fx28z35,fx28z32,3
fx28z35,fx28z38,3
fx28z35,fx31z35,3
fx28z38,fx25z38,3
fx28z38,fx28z35,3
fx28z38,fx28z41,3
fx28z38,fx31z38,3
fx28z41,fx25z41,3
fx28z41,fx28z38,3
fx28z41,fx28z44,3
fx28z41,fx31z41,3
fx28z44,fx25z44,3
fx28z44,fx28z41,3
fx28z44,fx28z47,3
fx28z44,fx31z44,3
fx28z47,fx25z47,3
fx28z47,fx28z44,3
fx28z47,fx28z50,3
fx28z47,fx31z47,3
fx28z50,fx25z50,3
fx28z50,fx28z47,3
fx28z50,fx31z50,3
fx31z2,fx28z2,3
fx31z2,fx31z5,3
fx31z2,fx34z2,3
fx31z5,fx28z5,3
fx31z5,fx31z2,3
fx31z5,fx31z8,3
fx31z5,fx34z5,3
fx31z8,fx28z8,3
fx31z8,fx31z5,3
fx31z8,fx31z11,3
fx31z8,fx34z8,3
fx31z11,fx28z11,3
fx31z11,fx31z8,3
fx31z11,fx31z14,3
fx31z11,fx34z11,3
fx31z14,fx28z14,3
fx31z14,fx31z11,3
fx31z14,fx31z17,3
fx31z14,fx34z14,3
fx31z17,fx28z17,3
fx31z17,fx31z14,3
fx31z17,fx31z20,3
fx31z17,fx34z17,3
fx31z20,fx28z20,3
fx31z20,fx31z17,3
fx31z20,fx31z23,3
fx31z20,fx34z20,3
fx31z23,fx28z23,3
fx31z23,fx31z20,3
fx31z23,fx31z26,3
fx31z23,fx34z23,3
fx31z26,fx28z26,3
fx31z26,fx31z23,3
fx31z26,fx31z29,3
fx31z26,fx34z26,3
fx31z29,fx28z29,3
fx31z29,fx31z26,3
fx31z29,fx31z32,3
fx31z29,fx34z29,3
fx31z32,fx28z32,3
fx31z32,fx31z29,3
fx31z32,fx31z35,3
fx31z32,fx34z32,3
fx31z35,fx28z35,3
fx31z35,fx31z32,3
fx31z35,fx31z38,3
fx31z35,fx34z35,3
fx31z38,fx28z38,3
fx31z38,fx31z35,3
fx31z38,fx31z41,3
fx31z38,fx34z38,3
fx31z41,fx28z41,3
fx31z41,fx31z38,3
fx31z41,fx31z44,3
fx31z41,fx34z41,3
fx31z44,fx28z44,3
fx31z44,fx31z41,3
fx31z44,fx31z47,3
fx31z44,fx34z44,3
fx31z47,fx28z47,3
fx31z47,fx31z44,3
fx31z47,fx31z50,3
fx31z47,fx34z47,3
fx31z50,fx28z50,3
fx31z50,fx31z47,3
fx31z50,fx34z50,3
fx34z2,fx31z2,3
fx34z2,fx34z5,3
fx34z2,fx37z2,3
fx34z5,fx31z5,3
fx34z5,fx34z2,3
fx34z5,fx34z8,3
fx34z5,fx37z5,3
fx34z8,fx31z8,3
fx34z8,fx34z5,3
fx34z8,fx34z11,3
fx34z8,fx37z8,3
fx34z11,fx31z11,3
fx34z11,fx34z8,3
fx34z11,fx34z14,3
fx34z11,fx37z11,3
fx34z14,fx31z14,3
fx34z14,fx34z11,3
fx34z14,fx34z17,3
fx34z14,fx37z14,3
fx34z17,fx31z17,3
fx34z17,fx34z14,3
fx34z17,fx34z20,3
fx34z17,fx37z17,3
fx34z20,fx31z20,3
fx34z20,fx34z17,3
fx34z20,fx34z23,3
fx34z20,fx37z20,3
fx34z23,fx31z23,3
fx34z23,fx34z20,3
fx34z23,fx34z26,3
fx34z23,fx37z23,3
fx34z26,fx31z26,3
fx34z26,fx34z23,3
fx34z26,fx34z29,3
fx34z26,fx37z26,3
fx34z29,fx31z29,3
fx34z29,fx34z26,3
fx34z29,fx34z32,3
fx34z29,fx37z29,3
fx34z32,fx31z32,3
fx34z32,fx34z29,3
fx34z32,fx34z35,3
fx34z32,fx37z32,3
fx34z35,fx31z35,3
fx34z35,fx34z32,3
fx34z35,fx34z38,3
fx34z35,fx37z35,3
fx34z38,fx31z38,3
fx34z38,fx34z35,3
fx34z38,fx34z41,3
fx34z38,fx37z38,3
fx34z41,fx31z41,3
fx34z41,fx34z38,3
fx34z41,fx34z44,3
fx34z41,fx37z41,3
fx34z44,fx31z44,3
fx34z44,fx34z41,3
fx34z44,fx34z47,3
fx34z44,fx37z44,3
fx34z47,fx31z47,3
fx34z47,fx34z44,3
fx34z47,fx34z50,3
fx34z47,fx37z47,3
fx34z50,fx31z50,3
fx34z50,fx34z47,3
fx34z50,fx37z50,3
fx37z2,fx34z2,3
fx37z2,fx37z5,3
fx37z2,fx40z2,3
fx37z5,fx34z5,3
fx37z5,fx37z2,3
fx37z5,fx37z8,3
fx37z5,fx40z5,3
fx37z8,fx34z8,3
fx37z8,fx37z5,3
fx37z8,fx37z11,3
fx37z8,fx40z8,3
fx37z11,fx34z11,3
fx37z11,fx37z8,3
fx37z11,fx37z14,3
fx37z11,fx40z11,3
fx37z14,fx34z14,3
fx37z14,fx37z11,3
fx37z14,fx37z17,3
fx37z14,fx40z14,3
fx37z17,fx34z17,3
fx37z17,fx37z14,3
fx37z17,fx37z20,3
fx37z17,fx40z17,3
fx37z20,fx34z20,3
fx37z20,fx37z17,3
fx37z20,fx37z23,3
fx37z20,fx40z20,3
fx37z23,fx34z23,3
fx37z23,fx37z20,3
fx37z23,fx37z26,3
fx37z23,fx40z23,3
fx37z26,fx34z26,3
fx37z26,fx37z23,3
fx37z26,fx37z29,3
fx37z26,fx40z26,3
fx37z29,fx34z29,3
fx37z29,fx37z26,3
fx37z29,fx37z32,3
fx37z29,fx40z29,3
fx37z32,fx34z32,3
fx37z32,fx37z29,3
fx37z32,fx37z35,3
fx37z32,fx40z32,3
fx37z35,fx34z35,3
fx37z35,fx37z32,3
fx37z35,fx37z38,3
fx37z35,fx40z35,3
fx37z38,fx34z38,3
fx37z38,fx37z35,3
fx37z38,fx37z41,3
fx37z38,fx40z38,3
fx37z41,fx34z41,3
fx37z41,fx37z38,3
fx37z41,fx37z44,3
fx37z41,fx40z41,3
fx37z44,fx34z44,3
fx37z44,fx37z41,3
fx37z44,fx37z47,3
fx37z44,fx40z44,3
fx37z47,fx34z47,3
fx37z47,fx37z44,3
fx37z47,fx37z50,3
fx37z47,fx40z47,3
fx37z50,fx34z50,3
fx37z50,fx37z47,3
fx37z50,fx40z50,3
fx40z2,fx37z2,3
fx40z2,fx40z5,3
fx40z2,fx43z2,3
fx40z5,fx37z5,3
fx40z5,fx40z2,3
fx40z5,fx40z8,3
fx40z5,fx43z5,3
fx40z8,fx37z8,3
fx40z8,fx40z5,3
fx40z8,fx40z11,3
fx40z8,fx43z8,3
fx40z11,fx37z11,3
fx40z11,fx40z8,3
fx40z11,fx40z14,3
fx40z11,fx43z11,3
fx40z14,fx37z14,3
fx40z14,fx40z11,3
fx40z14,fx40z17,3
fx40z14,fx43z14,3
fx40z17,fx37z17,3
fx40z17,fx40z14,3
fx40z17,fx40z20,3
fx40z17,fx43z17,3
fx40z20,fx37z20,3
fx40z20,fx40z17,3
fx40z20,fx40z23,3
fx40z20,fx43z20,3
fx40z23,fx37z23,3
fx40z23,fx40z20,3
fx40z23,fx40z26,3
fx40z23,fx43z23,3
fx40z26,fx37z26,3
fx40z26,fx40z23,3
fx40z26,fx40z29,3
fx40z26,fx43z26,3
fx40z29,fx37z29,3
fx40z29,fx40z26,3
fx40z29,fx40z32,3
fx40z29,fx43z29,3
fx40z32,fx37z32,3
fx40z32,fx40z29,3
fx40z32,fx40z35,3
fx40z32,fx43z32,3
fx40z35,fx37z35,3
fx40z35,fx40z32,3
fx40z35,fx40z38,3
fx40z35,fx43z35,3
fx40z38,fx37z38,3
fx40z38,fx40z35,3
fx40z38,fx40z41,3
fx40z38,fx43z38,3
fx40z41,fx37z41,3
fx40z41,fx40z38,3
fx40z41,fx40z44,3
fx40z41,fx43z41,3
fx40z44,fx37z44,3
fx40z44,fx40z41,3
fx40z44,fx40z47,3
fx40z44,fx43z44,3
fx40z47,fx37z47,3
fx40z47,fx40z44,3
fx40z47,fx40z50,3
fx40z47,fx43z47,3
fx40z50,fx37z50,3
fx40z50,fx40z47,3
fx40z50,fx43z50,3
fx43z2,fx40z2,3
fx43z2,fx43z5,3
fx43z2,fx46z2,3
fx43z5,fx40z5,3
fx43z5,fx43z2,3
fx43z5,fx43z8,3
fx43z5,fx46z5,3
fx43z8,fx40z8,3
fx43z8,fx43z5,3
fx43z8,fx43z11,3
fx43z8,fx46z8,3
fx43z11,fx40z11,3
fx43z11,fx43z8,3
fx43z11,fx43z14,3
fx43z11,fx46z11,3
fx43z14,fx40z14,3
fx43z14,fx43z11,3
fx43z14,fx43z17,3
fx43z14,fx46z14,3
fx43z17,fx40z17,3
fx43z17,fx43z14,3
fx43z17,fx43z20,3
fx43z17,fx46z17,3
fx43z20,fx40z20,3
fx43z20,fx43z17,3
fx43z20,fx43z23,3
fx43z20,fx46z20,3
fx43z23,fx40z23,3
fx43z23,fx43z20,3
fx43z23,fx43z26,3
fx43z23,fx46z23,3
fx43z26,fx40z26,3
fx43z26,fx43z23,3
fx43z26,fx43z29,3
fx43z26,fx46z26,3
fx43z29,fx40z29,3
fx43z29,fx43z26,3
fx43z29,fx43z32,3
fx43z29,fx46z29,3
fx43z32,fx40z32,3
fx43z32,fx43z29,3
fx43z32,fx43z35,3
fx43z32,fx46z32,3
fx43z35,fx40z35,3
fx43z35,fx43z32,3
fx43z35,fx43z38,3
fx43z35,fx46z35,3
fx43z38,fx40z38,3
fx43z38,fx43z35,3
fx43z38,fx43z41,3
fx43z38,fx46z38,3
fx43z41,fx40z41,3
fx43z41,fx43z38,3
fx43z41,fx43z44,3
fx43z41,fx46z41,3
fx43z44,fx40z44,3
fx43z44,fx43z41,3
fx43z44,fx43z47,3
fx43z44,fx46z44,3
fx43z47,fx40z47,3
fx43z47,fx43z44,3
fx43z47,fx43z50,3
fx43z47,fx46z47,3
fx43z50,fx40z50,3
fx43z50,fx43z47,3
fx43z50,fx46z50,3
fx46z2,fx43z2,3
fx46z2,fx46z5,3
fx46z2,fx49z2,3
fx46z5,fx43z5,3
fx46z5,fx46z2,3
fx46z5,fx46z8,3
fx46z5,fx49z5,3
fx46z8,fx43z8,3
fx46z8,fx46z5,3
fx46z8,fx46z11,3
fx46z8,fx49z8,3
fx46z11,fx43z11,3
fx46z11,fx46z8,3
fx46z11,fx46z14,3
fx46z11,fx49z11,3
fx46z14,fx43z14,3
fx46z14,fx46z11,3
fx46z14,fx46z17,3
fx46z14,fx49z14,3
fx46z17,fx43z17,3
fx46z17,fx46z14,3
fx46z17,fx46z20,3
fx46z17,fx49z17,3
fx46z20,fx43z20,3
fx46z20,fx46z17,3
fx46z20,fx46z23,3
