sensor_id,latitude,longitude
fx28z50,29.5,51.5
fx31z2,32.5,3.5
fx31z5,32.5,6.5
fx31z8,32.5,9.5
fx31z11,32.5,12.5
fx31z14,32.5,15.5
fx31z17,32.5,18.5
fx31z20,32.5,21.5
fx31z23,32.5,24.5
fx31z26,32.5,27.5
fx31z29,32.5,30.5
fx31z32,32.5,33.5
fx31z35,32.5,36.5
fx31z38,32.5,39.5
fx31z41,32.5,42.5
fx31z44,32.5,45.5
fx31z47,32.5,48.5
fx31z50,32.5,51.5
fx34z2,35.5,3.5
fx34z5,35.5,6.5
fx34z8,35.5,9.5
fx34z11,35.5,12.5
fx34z14,35.5,15.5
fx34z17,35.5,18.5
fx34z20,35.5,21.5
fx34z23,35.5,24.5
fx34z26,35.5,27.5
fx34z29,35.5,30.5
fx34z32,35.5,33.5
fx34z35,35.5,36.5
fx34z38,35.5,39.5
fx34z41,35.5,42.5
fx34z44,35.5,45.5
fx34z47,35.5,48.5
fx34z50,35.5,51.5
fx37z2,38.5,3.5
fx37z5,38.5,6.5
fx37z8,38.5,9.5
fx37z11,38.5,12.5
fx37z14,38.5,15.5
fx37z17,38.5,18.5
fx37z20,38.5,21.5
fx37z23,38.5,24.5
fx37z26,38.5,27.5
fx37z29,38.5,30.5
fx37z32,38.5,33.5
fx37z35,38.5,36.5
fx37z38,38.5,39.5
fx37z41,38.5,42.5
fx37z44,38.5,45.5
fx37z47,38.5,48.5
fx37z50,38.5,51.5
fx40z2,41.5,3.5
fx40z5,41.5,6.5
fx40z8,41.5,9.5
fx40z11,41.5,12.5
fx40z14,41.5,15.5
fx40z17,41.5,18.5
fx40z20,41.5,21.5
fx40z23,41.5,24.5
fx40z26,41.5,27.5
fx40z29,41.5,30.5
fx40z32,41.5,33.5
fx40z35,41.5,36.5
fx40z38,41.5,39.5
fx40z41,41.5,42.5
fx40z44,41.5,45.5
fx40z47,41.5,48.5
fx40z50,41.5,51.5
fx43z2,44.5,3.5
fx43z5,44.5,6.5
fx43z8,44.5,9.5
fx43z11,44.5,12.5
fx43z14,44.5,15.5
fx43z17,44.5,18.5
fx43z20,44.5,21.5
fx43z23,44.5,24.5
fx43z26,44.5,27.5
fx43z29,44.5,30.5
fx43z32,44.5,33.5
fx43z35,44.5,36.5
fx43z38,44.5,39.5
fx43z41,44.5,42.5
fx43z44,44.5,45.5
fx43z47,44.5,48.5
fx43z50,44.5,51.5
fx46z2,47.5,3.5
fx46z5,47.5,6.5
fx46z8,47.5,9.5
fx46z11,47.5,12.5
fx46z14,47.5,15.5
fx46z17,47.5,18.5
fx46z20,47.5,21.5
fx46z23,47.5,24.5
fx46z26,47.5,27.5
fx46z29,47.5,30.5
fx46z32,47.5,33.5
fx46z35,47.5,36.5
fx46z38,47.5,39.5
fx46z41,47.5,42.5
fx46z44,47.5,45.5
fx46z47,47.5,48.5
fx46z50,47.5,51.5
fx49z2,50.5,3.5
fx49z5,50.5,6.5
fx49z8,50.5,9.5
fx49z11,50.5,12.5
fx49z14,50.5,15.5
fx49z17,50.5,18.5
fx49z20,50.5,21.5
fx49z23,50.5,24.5
fx49z26,50.5,27.5
fx49z29,50.5,30.5
fx49z32,50.5,33.5
fx49z35,50.5,36.5
fx49z38,50.5,39.5
fx49z41,50.5,42.5
fx49z44,50.5,45.5
fx49z47,50.5,48.5
fx49z50,50.5,51.5
fx52z2,53.5,3.5
fx52z5,53.5,6.5
fx52z8,53.5,9.5
fx52z11,53.5,12.5
fx52z14,53.5,15.5
fx52z17,53.5,18.5
fx52z20,53.5,21.5
fx52z23,53.5,24.5
fx52z26,53.5,27.5
fx52z29,53.5,30.5
fx52z32,53.5,33.5
fx52z35,53.5,36.5
fx52z38,53.5,39.5
fx52z41,53.5,42.5
fx52z44,53.5,45.5
fx52z47,53.5,48.5
fx52z50,53.5,51.5
fx55z2,56.5,3.5
fx55z5,56.5,6.5
fx55z8,56.5,9.5
fx55z11,56.5,12.5
fx55z14,56.5,15.5
fx55z17,56.5,18.5
fx55z20,56.5,21.5
fx55z23,56.5,24.5
fx55z26,56.5,27.5
fx55z29,56.5,30.5
fx55z32,56.5,33.5
fx55z35,56.5,36.5
fx55z38,56.5,39.5
fx55z41,56.5,42.5
fx55z44,56.5,45.5
fx55z47,56.5,48.5
fx55z50,56.5,51.5
fx58z2,59.5,3.5
fx58z5,59.5,6.5
fx58z8,59.5,9.5
fx58z11,59.5,12.5
fx58z14,59.5,15.5
fx58z17,59.5,18.5
fx58z20,59.5,21.5
fx58z23,59.5,24.5
fx58z26,59.5,27.5
fx58z29,59.5,30.5
fx58z32,59.5,33.5
fx58z35,59.5,36.5
fx58z38,59.5,39.5
fx58z41,59.5,42.5
fx58z44,59.5,45.5
fx58z47,59.5,48.5
fx58z50,59.5,51.5
fx61z2,62.5,3.5
fx61z5,62.5,6.5
fx61z8,62.5,9.5
fx61z11,62.5,12.5
fx61z14,62.5,15.5
fx61z17,62.5,18.5
fx61z20,62.5,21.5
fx61z23,62.5,24.5
fx61z26,62.5,27.5
fx61z29,62.5,30.5
fx61z32,62.5,33.5
fx61z35,62.5,36.5
fx61z38,62.5,39.5
fx61z41,62.5,42.5
fx61z44,62.5,45.5
fx61z47,62.5,48.5
fx61z50,62.5,51.5
fx64z2,65.5,3.5
fx64z5,65.5,6.5
fx64z8,65.5,9.5
fx64z11,65.5,12.5
fx64z14,65.5,15.5
fx64z17,65.5,18.5
fx64z20,65.5,21.5
fx64z23,65.5,24.5
fx64z26,65.5,27.5
fx64z29,65.5,30.5
fx64z32,65.5,33.5
fx64z35,65.5,36.5
fx64z38,65.5,39.5
fx64z41,65.5,42.5
fx64z44,65.5,45.5
fx64z47,65.5,48.5
fx64z50,65.5,51.5
fx67z2,68.5,3.5
fx67z5,68.5,6.5
fx67z8,68.5,9.5
fx67z11,68.5,12.5
fx67z14,68.5,15.5
fx67z17,68.5,18.5
fx67z20,68.5,21.5
fx67z23,68.5,24.5
fx67z26,68.5,27.5
fx67z29,68.5,30.5
fx67z32,68.5,33.5
fx67z35,68.5,36.5
fx67z38,68.5,39.5
fx67z41,68.5,42.5
fx67z44,68.5,45.5
fx67z47,68.5,48.5
fx67z50,68.5,51.5
fx70z2,71.5,3.5
fx70z5,71.5,6.5
fx70z8,71.5,9.5
fx70z11,71.5,12.5
fx70z14,71.5,15.5
fx70z17,71.5,18.5
fx70z20,71.5,21.5
fx70z23,71.5,24.5
fx70z26,71.5,27.5
fx70z29,71.5,30.5
fx70z32,71.5,33.5
fx70z35,71.5,36.5
fx70z38,71.5,39.5
fx70z41,71.5,42.5
fx70z44,71.5,45.5
fx70z47,71.5,48.5
fx70z50,71.5,51.5
fx73z2,74.5,3.5
fx73z5,74.5,6.5
fx73z8,74.5,9.5
fx73z11,74.5,12.5
fx73z14,74.5,15.5
fx73z17,74.5,18.5
fx73z20,74.5,21.5
fx73z23,74.5,24.5
fx73z26,74.5,27.5
fx73z29,74.5,30.5
fx73z32,74.5,33.5
fx73z35,74.5,36.5
fx73z38,74.5,39.5
fx73z41,74.5,42.5
fx73z44,74.5,45.5
fx73z47,74.5,48.5
fx73z50,74.5,51.5
fx76z2,77.5,3.5
fx76z5,77.5,6.5
fx76z8,77.5,9.5
fx76z11,77.5,12.5
fx76z14,77.5,15.5
fx76z17,77.5,18.5
fx76z20,77.5,21.5
fx76z23,77.5,24.5
fx76z26,77.5,27.5
fx76z29,77.5,30.5
fx76z32,77.5,33.5
fx76z35,77.5,36.5
fx76z38,77.5,39.5
fx76z41,77.5,42.5
fx76z44,77.5,45.5
fx76z47,77.5,48.5
fx76z50,77.5,51.5
fx79z2,80.5,3.5
fx79z5,80.5,6.5
fx79z8,80.5,9.5
fx79z11,80.5,12.5
fx79z14,80.5,15.5
fx79z17,80.5,18.5
fx79z20,80.5,21.5
fx79z23,80.5,24.5
fx79z26,80.5,27.5
fx79z29,80.5,30.5
fx79z32,80.5,33.5
fx79z35,80.5,36.5
fx79z38,80.5,39.5
fx79z41,80.5,42.5
fx79z44,80.5,45.5
fx79z47,80.5,48.5
fx79z50,80.5,51.5
fx82z2,83.5,3.5
fx82z5,83.5,6.5
fx82z8,83.5,9.5
fx82z11,83.5,12.5
fx82z14,83.5,15.5
fx82z17,83.5,18.5
fx82z20,83.5,21.5
fx82z23,83.5,24.5
fx82z26,83.5,27.5
fx82z29,83.5,30.5
fx82z32,83.5,33.5
fx82z35,83.5,36.5
fx82z38,83.5,39.5
fx82z41,83.5,42.5
fx82z44,83.5,45.5
fx82z47,83.5,48.5
fx82z50,83.5,51.5
fx85z2,86.5,3.5
fx85z5,86.5,6.5
fx85z8,86.5,9.5
fx85z11,86.5,12.5
fx85z14,86.5,15.5
fx85z17,86.5,18.5
fx85z20,86.5,21.5
fx85z23,86.5,24.5
fx85z26,86.5,27.5
fx85z29,86.5,30.5
fx85z32,86.5,33.5
fx85z35,86.5,36.5
fx85z38,86.5,39.5
fx85z41,86.5,42.5
fx85z44,86.5,45.5
fx85z47,86.5,48.5
fx85z50,86.5,51.5
fx88z2,89.5,3.5
fx88z5,89.5,6.5
fx88z8,89.5,9.5
fx88z11,89.5,12.5
fx88z14,89.5,15.5
fx88z17,89.5,18.5
fx88z20,89.5,21.5
fx88z23,89.5,24.5
fx88z26,89.5,27.5
fx88z29,89.5,30.5
fx88z32,89.5,33.5
fx88z35,89.5,36.5
fx88z38,89.5,39.5
fx88z41,89.5,42.5
fx88z44,89.5,45.5
fx88z47,89.5,48.5
fx88z50,89.5,51.5
sx0z0,101.5,101.5
sx0z3,101.5,104.5
sx0z6,101.5,107.5
sx0z9,101.5,110.5
sx0z12,101.5,113.5
sx0z15,101.5,116.5
sx0z18,101.5,119.5
sx0z21,101.5,122.5
sx0z24,101.5,125.5
sx0z27,101.5,128.5
sx0z30,101.5,131.5
sx0z33,101.5,134.5
sx0z36,101.5,137.5
sx0z39,101.5,140.5
sx0z42,101.5,143.5
sx0z45,101.5,146.5
sx0z48,101.5,149.5
sx3z0,104.5,101.5
sx3z3,104.5,104.5
sx3z6,104.5,107.5
sx3z9,104.5,110.5
sx3z12,104.5,113.5
sx3z15,104.5,116.5
sx3z18,104.5,119.5
sx3z21,104.5,122.5
sx3z24,104.5,125.5
sx3z27,104.5,128.5
sx3z30,104.5,131.5
sx3z33,104.5,134.5
sx3z36,104.5,137.5
sx3z39,104.5,140.5
sx3z42,104.5,143.5
sx3z45,104.5,146.5
sx3z48,104.5,149.5
sx6z0,107.5,101.5
sx6z3,107.5,104.5
sx6z6,107.5,107.5
sx6z9,107.5,110.5
sx6z12,107.5,113.5
sx6z15,107.5,116.5
sx6z18,107.5,119.5
sx6z21,107.5,122.5
sx6z24,107.5,125.5
sx6z27,107.5,128.5
sx6z30,107.5,131.5
sx6z33,107.5,134.5
sx6z36,107.5,137.5
sx6z39,107.5,140.5
sx6z42,107.5,143.5
sx6z45,107.5,146.5
sx6z48,107.5,149.5
sx9z0,110.5,101.5
sx9z3,110.5,104.5
sx9z6,110.5,107.5
sx9z9,110.5,110.5
sx9z12,110.5,113.5
sx9z15,110.5,116.5
sx9z18,110.5,119.5
sx9z21,110.5,122.5
sx9z24,110.5,125.5
sx9z27,110.5,128.5
sx9z30,110.5,131.5
sx9z33,110.5,134.5
sx9z36,110.5,137.5
sx9z39,110.5,140.5
sx9z42,110.5,143.5
sx9z45,110.5,146.5
sx9z48,110.5,149.5
sx12z0,113.5,101.5
sx12z3,113.5,104.5
sx12z6,113.5,107.5
sx12z9,113.5,110.5
sx12z12,113.5,113.5
sx12z15,113.5,116.5
sx12z18,113.5,119.5
sx12z21,113.5,122.5
sx12z24,113.5,125.5
sx12z27,113.5,128.5
sx12z30,113.5,131.5
sx12z33,113.5,134.5
sx12z36,113.5,137.5
sx12z39,113.5,140.5
sx12z42,113.5,143.5
sx12z45,113.5,146.5
sx12z48,113.5,149.5
sx15z0,116.5,101.5
sx15z3,116.5,104.5
sx15z6,116.5,107.5
sx15z9,116.5,110.5
sx15z12,116.5,113.5
sx15z15,116.5,116.5
sx15z18,116.5,119.5
sx15z21,116.5,122.5
sx15z24,116.5,125.5
sx15z27,116.5,128.5
sx15z30,116.5,131.5
sx15z33,116.5,134.5
sx15z36,116.5,137.5
sx15z39,116.5,140.5
sx15z42,116.5,143.5
sx15z45,116.5,146.5
sx15z48,116.5,149.5
sx18z0,119.5,101.5
sx18z3,119.5,104.5
sx18z6,119.5,107.5
sx18z9,119.5,110.5
sx18z12,119.5,113.5
sx18z15,119.5,116.5
sx18z18,119.5,119.5
sx18z21,119.5,122.5
sx18z24,119.5,125.5
sx18z27,119.5,128.5
sx18z30,119.5,131.5
sx18z33,119.5,134.5
sx18z36,119.5,137.5
sx18z39,119.5,140.5
sx18z42,119.5,143.5
sx18z45,119.5,146.5
sx18z48,119.5,149.5
sx21z0,122.5,101.5
sx21z3,122.5,104.5
sx21z6,122.5,107.5
sx21z9,122.5,110.5
sx21z12,122.5,113.5
sx21z15,122.5,116.5
sx21z18,122.5,119.5
sx21z21,122.5,122.5
sx21z24,122.5,125.5
sx21z27,122.5,128.5
sx21z30,122.5,131.5
sx21z33,122.5,134.5
sx21z36,122.5,137.5
sx21z39,122.5,140.5
sx21z42,122.5,143.5
sx21z45,122.5,146.5
sx21z48,122.5,149.5
sx24z0,125.5,101.5
sx24z3,125.5,104.5
sx24z6,125.5,107.5
sx24z9,125.5,110.5
sx24z12,125.5,113.5
sx24z15,125.5,116.5
sx24z18,125.5,119.5
sx24z21,125.5,122.5
sx24z24,125.5,125.5
sx24z27,125.5,128.5
sx24z30,125.5,131.5
sx24z33,125.5,134.5
sx24z36,125.5,137.5
sx24z39,125.5,140.5
sx24z42,125.5,143.5
sx24z45,125.5,146.5
sx24z48,125.5,149.5
sx27z0,128.5,101.5
sx27z3,128.5,104.5
sx27z6,128.5,107.5
sx27z9,128.5,110.5
sx27z12,128.5,113.5
sx27z15,128.5,116.5
sx27z18,128.5,119.5
sx27z21,128.5,122.5
sx27z24,128.5,125.5
sx27z27,128.5,128.5
sx27z30,128.5,131.5
sx27z33,128.5,134.5
sx27z36,128.5,137.5
sx27z39,128.5,140.5
sx27z42,128.5,143.5
sx27z45,128.5,146.5
sx27z48,128.5,149.5
sx30z0,131.5,101.5
sx30z3,131.5,104.5
sx30z6,131.5,107.5
sx30z9,131.5,110.5
sx30z12,131.5,113.5
sx30z15,131.5,116.5
sx30z18,131.5,119.5
sx30z21,131.5,122.5
sx30z24,131.5,125.5
sx30z27,131.5,128.5
sx30z30,131.5,131.5
sx30z33,131.5,134.5
sx30z36,131.5,137.5
sx30z39,131.5,140.5
sx30z42,131.5,143.5
sx30z45,131.5,146.5
sx30z48,131.5,149.5
sx33z0,134.5,101.5
sx33z3,134.5,104.5
sx33z6,134.5,107.5
sx33z9,134.5,110.5
sx33z12,134.5,113.5
sx33z15,134.5,116.5
sx33z18,134.5,119.5
sx33z21,134.5,122.5
sx33z24,134.5,125.5
sx33z27,134.5,128.5
sx33z30,134.5,131.5
sx33z33,134.5,134.5
sx33z36,134.5,137.5
sx33z39,134.5,140.5
sx33z42,134.5,143.5
sx33z45,134.5,146.5
sx33z48,134.5,149.5
sx36z0,137.5,101.5
sx36z3,137.5,104.5
sx36z6,137.5,107.5
sx36z9,137.5,110.5
sx36z12,137.5,113.5
sx36z15,137.5,116.5
sx36z18,137.5,119.5
sx36z21,137.5,122.5
sx36z24,137.5,125.5
sx36z27,137.5,128.5
sx36z30,137.5,131.5
sx36z33,137.5,134.5
sx36z36,137.5,137.5
sx36z39,137.5,140.5
sx36z42,137.5,143.5
sx36z45,137.5,146.5
sx36z48,137.5,149.5
sx39z0,140.5,101.5
sx39z3,140.5,104.5
sx39z6,140.5,107.5
sx39z9,140.5,110.5
sx39z12,140.5,113.5
sx39z15,140.5,116.5
sx39z18,140.5,119.5
sx39z21,140.5,122.5
sx39z24,140.5,125.5
sx39z27,140.5,128.5
sx39z30,140.5,131.5
sx39z33,140.5,134.5
sx39z36,140.5,137.5
sx39z39,140.5,140.5
sx39z42,140.5,143.5
sx39z45,140.5,146.5
sx39z48,140.5,149.5
sx42z0,143.5,101.5
sx42z3,143.5,104.5
sx42z6,143.5,107.5
sx42z9,143.5,110.5
sx42z12,143.5,113.5
sx42z15,143.5,116.5
sx42z18,143.5,119.5
sx42z21,143.5,122.5
sx42z24,143.5,125.5
sx42z27,143.5,128.5
sx42z30,143.5,131.5
sx42z33,143.5,134.5
sx42z36,143.5,137.5
sx42z39,143.5,140.5
sx42z42,143.5,143.5
sx42z45,143.5,146.5
sx42z48,143.5,149.5
sx45z0,146.5,101.5
sx45z3,146.5,104.5
sx45z6,146.5,107.5
sx45z9,146.5,110.5
sx45z12,146.5,113.5
sx45z15,146.5,116.5
sx45z18,146.5,119.5
sx45z21,146.5,122.5
sx45z24,146.5,125.5
sx45z27,146.5,128.5
sx45z30,146.5,131.5
sx45z33,146.5,134.5
sx45z36,146.5,137.5
sx45z39,146.5,140.5
sx45z42,146.5,143.5
sx45z45,146.5,146.5
sx45z48,146.5,149.5
sx48z0,149.5,101.5
sx48z3,149.5,104.5
sx48z6,149.5,107.5
sx48z9,149.5,110.5
sx48z12,149.5,113.5
sx48z15,149.5,116.5
sx48z18,149.5,119.5
sx48z21,149.5,122.5
sx48z24,149.5,125.5
sx48z27,149.5,128.5
sx48z30,149.5,131.5
sx48z33,149.5,134.5
sx48z36,149.5,137.5
sx48z39,149.5,140.5
sx48z42,149.5,143.5
sx48z45,149.5,146.5
sx48z48,149.5,149.5
